NMec = 98495
T = 30
P = 7
Profits not ignored
Solution time = 3.798e+00
Best Profit = 38828
Terminal Cases = 371571700
Task date  Profit    P
  1   10    1792     0   
  1   13    1039     -1  
  2   32    4761     1   
  4   17    1132     -1  
  4   17    2826     2   
  4   18    2029     3   
  4   19    2648     4   
  7   24    1945     5   
  8   33    6090     6   
  9   14    507      -1  
  10  19    920      -1  
  11  13    553      -1  
  11  15    1077     0   
  11  18    702      -1  
  12  30    2262     -1  
  13  35    2507     -1  
  17  19    542      -1  
  17  21    771      0   
  17  23    717      -1  
  20  38    3656     2   
  21  28    1732     3   
  22  29    1115     -1  
  22  36    1556     0   
  23  41    1373     -1  
  25  33    799      -1  
  25  42    3800     4   
  26  42    2843     5   
  28  38    823      -1  
  33  40    619      1   
  35  42    683      3   
End
