NMec = 98495
T = 26
P = 5
Profits not ignored
Solution time = 6.297e-02
Best Profit = 41214
Terminal Cases = 5331540
Task date  Profit    P
  0   4     341      0   
  0   42    9800     1   
  1   39    3567     -1  
  3   13    1184     2   
  5   50    8793     0   
  7   27    5124     3   
  10  21    1246     -1  
  12  22    1266     4   
  13  31    2350     -1  
  14  24    813      -1  
  14  33    3646     -1  
  17  29    1482     -1  
  18  30    3162     2   
  18  34    1446     -1  
  21  37    3943     -1  
  25  51    5879     4   
  27  35    1241     -1  
  27  43    1218     -1  
  29  48    3050     3   
  30  37    787      -1  
  31  46    2245     -1  
  32  48    2615     2   
  34  41    1173     -1  
  37  48    1816     -1  
  39  44    441      -1  
  40  49    828      -1  
End
