NMec = 98495
T = 28
P = 6
Profits not ignored
Solution time = 2.688e-01
Best Profit = 39779
Terminal Cases = 30776628
Task date  Profit    P
  1   9     1681     0   
  4   13    1106     1   
  4   23    3983     2   
  5   31    3204     -1  
  11  17    1094     0   
  11  27    3065     3   
  14  21    1546     1   
  14  28    2735     -1  
  14  37    6408     4   
  15  37    2726     -1  
  18  26    2351     0   
  18  27    2035     -1  
  18  33    2433     -1  
  19  26    1472     -1  
  20  33    2008     -1  
  20  41    3634     -1  
  20  44    6133     5   
  21  30    2281     -1  
  22  32    2816     1   
  23  33    2050     -1  
  24  35    2267     2   
  27  44    2656     -1  
  27  45    3051     0   
  28  37    1800     3   
  34  41    471      -1  
  36  46    1416     1   
  37  44    1062     2   
  37  45    627      -1  
End
