NMec = 98495
T = 33
P = 6
Profits not ignored
Solution time = 2.184e+00
Best Profit = 42181
Terminal Cases = 193706688
Task date  Profit    P
  0   19    3681     0   
  0   31    2418     -1  
  1   20    1503     -1  
  1   50    6552     1   
  2   14    1235     2   
  3   20    2095     3   
  9   35    4212     4   
  11  20    1791     5   
  13  26    1618     -1  
  13  36    2174     -1  
  15  34    1782     -1  
  16  32    2402     -1  
  16  40    3344     -1  
  17  25    979      -1  
  17  42    6321     2   
  17  50    2631     -1  
  19  29    1494     -1  
  19  43    2361     -1  
  20  33    1493     0   
  24  36    2481     -1  
  24  38    1837     -1  
  24  48    2222     -1  
  26  41    1872     -1  
  28  41    1423     -1  
  29  44    3851     -1  
  29  47    5131     3   
  31  42    2709     -1  
  31  47    4334     5   
  35  47    3212     0   
  41  51    1361     -1  
  41  53    1510     4   
  42  53    1037     -1  
  50  54    614      0   
End
