NMec = 98495
T = 31
P = 7
Profits not ignored
Solution time = 1.072e+01
Best Profit = 38751
Terminal Cases = 814735814
Task date  Profit    P
  0   11    846      0   
  0   37    4983     1   
  1   9     1400     2   
  2   14    2376     3   
  2   24    2722     4   
  4   8     817      -1  
  5   11    783      -1  
  5   14    704      -1  
  7   14    740      -1  
  7   18    1517     5   
  7   21    2306     6   
  8   23    1564     -1  
  9   20    1316     -1  
  13  24    1788     0   
  15  26    1064     -1  
  15  32    1524     -1  
  15  40    3648     2   
  16  21    1350     -1  
  17  31    3448     3   
  18  35    2561     -1  
  19  40    2854     5   
  23  44    2900     6   
  25  36    2075     -1  
  26  30    1014     -1  
  26  41    2182     -1  
  28  42    1133     -1  
  30  40    2681     0   
  30  44    4034     4   
  31  41    1097     -1  
  34  40    912      -1  
  34  44    1248     3   
End
