NMec = 98495
T = 24
P = 8
Profits not ignored
Solution time = 5.691e-02
Best Profit = 30770
Terminal Cases = 4978213
Task date  Profit    P
  1   9     2302     0   
  1   13    2162     1   
  2   15    1562     2   
  2   18    3055     3   
  2   20    2514     4   
  3   16    2792     5   
  3   20    2419     -1  
  5   15    2916     6   
  6   8     662      7   
  6   20    1258     -1  
  6   23    2304     -1  
  7   26    2269     -1  
  8   20    1107     -1  
  8   21    2069     -1  
  9   17    1148     -1  
  9   18    2522     7   
  11  29    1326     -1  
  12  18    498      -1  
  13  20    1234     -1  
  13  27    3408     0   
  16  28    3130     1   
  17  22    1306     2   
  17  26    942      5   
  17  29    1497     6   
End
