NMec = 98495
T = 20
P = 1
Profits not ignored
Solution time = 2.208e-05
Best Profit = 29630
Terminal Cases = 2383
Task date  Profit    P
  0   25    2353     -1  
  7   24    3999     -1  
  9   23    2311     -1  
  12  35    2245     -1  
  22  196   29630    0   
  25  44    3306     -1  
  37  155   17499    -1  
  38  53    2303     -1  
  43  56    1696     -1  
  46  72    3249     -1  
  47  52    547      -1  
  50  141   14438    -1  
  51  152   15328    -1  
  71  74    820      -1  
  73  90    4242     -1  
  95  99    1116     -1  
  124 135   798      -1  
  161 170   1348     -1  
  176 182   821      -1  
  177 184   767      -1  
End
