NMec = 98495
T = 23
P = 6
Profits not ignored
Solution time = 9.609e-03
Best Profit = 29485
Terminal Cases = 870136
Task date  Profit    P
  0   11    1782     0   
  0   38    8465     1   
  3   13    1275     2   
  5   18    2515     3   
  5   24    2667     -1  
  6   29    2106     -1  
  9   17    1349     4   
  9   21    1413     -1  
  9   28    3937     5   
  10  21    2730     -1  
  10  27    1990     -1  
  12  19    919      -1  
  12  36    1752     -1  
  13  25    3173     0   
  14  22    1835     -1  
  15  23    671      -1  
  15  26    1897     2   
  16  24    835      -1  
  16  31    1829     -1  
  19  37    1472     3   
  21  25    1162     -1  
  21  34    2935     4   
  32  37    685      0   
End
