NMec = 98495
T = 24
P = 5
Profits not ignored
Solution time = 2.689e-02
Best Profit = 33772
Terminal Cases = 2872812
Task date  Profit    P
  0   6     754      0   
  0   22    5636     1   
  1   34    5975     2   
  2   15    2469     3   
  4   22    2338     -1  
  5   23    1862     -1  
  8   25    1472     -1  
  8   47    6399     0   
  9   20    1701     4   
  11  20    666      -1  
  14  39    3771     -1  
  17  27    1331     -1  
  17  41    4068     3   
  21  29    2128     4   
  21  35    2085     -1  
  22  41    3030     -1  
  27  33    1113     -1  
  27  47    2185     1   
  28  35    734      -1  
  29  44    1410     -1  
  30  37    1114     4   
  34  37    578      -1  
  34  45    758      -1  
  41  45    1343     2   
End
