NMec = 98495
T = 25
P = 7
Profits not ignored
Solution time = 5.087e-02
Best Profit = 34920
Terminal Cases = 5466532
Task date  Profit    P
  0   12    1327     -1  
  1   21    1907     -1  
  1   24    3569     0   
  2   15    3511     1   
  5   11    1387     -1  
  6   13    1159     -1  
  6   18    1803     -1  
  6   30    5574     2   
  6   35    4675     3   
  8   26    4140     4   
  8   31    4199     5   
  10  21    2845     6   
  10  26    2235     -1  
  10  30    3130     -1  
  12  29    1558     -1  
  13  26    2158     -1  
  13  29    1250     -1  
  13  35    2706     -1  
  15  25    2077     -1  
  15  26    1243     -1  
  17  28    1966     -1  
  17  34    3722     1   
  23  29    1372     6   
  25  34    1313     0   
  26  27    420      -1  
End
