NMec = 98495
T = 30
P = 8
Profits not ignored
Solution time = 2.607e+00
Best Profit = 35017
Terminal Cases = 246934036
Task date  Profit    P
  0   5     916      0   
  0   20    3208     1   
  2   9     1374     2   
  2   17    1790     3   
  3   10    671      4   
  3   17    2187     5   
  3   32    4003     6   
  6   26    2030     -1  
  7   27    2049     -1  
  8   23    1322     -1  
  8   26    3146     0   
  8   26    2156     -1  
  10  21    1201     -1  
  10  28    1369     -1  
  11  20    1062     -1  
  12  24    2715     2   
  12  26    3168     4   
  13  26    1133     -1  
  14  28    1781     -1  
  15  19    1153     -1  
  15  28    2231     -1  
  16  22    1707     7   
  20  25    1247     -1  
  20  29    1265     3   
  24  33    2380     1   
  24  33    1355     5   
  25  27    513      -1  
  25  33    2244     2   
  25  35    1741     7   
  33  37    1147     0   
End
