NMec = 98495
T = 21
P = 8
Profits not ignored
Solution time = 1.444e-02
Best Profit = 28408
Terminal Cases = 1536408
Task date  Profit    P
  0   18    4292     0   
  3   14    1278     1   
  3   15    1821     2   
  3   19    2402     3   
  4   5     277      4   
  4   12    1285     5   
  4   20    3410     6   
  6   29    2093     -1  
  7   18    2381     4   
  7   19    2177     -1  
  8   15    1146     -1  
  9   27    3416     7   
  10  19    2052     -1  
  10  21    2168     -1  
  11  16    621      -1  
  16  25    2303     1   
  17  23    799      -1  
  18  23    918      2   
  18  29    2869     5   
  19  24    883      0   
  24  28    873      2   
End
