NMec = 98495
T = 26
P = 8
Profits not ignored
Solution time = 1.440e-01
Best Profit = 28847
Terminal Cases = 12816914
Task date  Profit    P
  0   19    3753     0   
  3   19    2069     -1  
  4   12    1975     1   
  4   20    1994     -1  
  5   20    914      -1  
  6   11    744      2   
  6   17    1598     3   
  6   18    1735     4   
  6   18    2315     5   
  7   25    2653     6   
  8   25    1808     -1  
  8   31    2208     -1  
  11  22    1595     -1  
  11  29    2494     7   
  13  21    1621     -1  
  13  28    2232     1   
  14  23    1396     -1  
  16  23    1399     -1  
  17  26    1651     -1  
  18  20    155      -1  
  18  30    1255     -1  
  18  30    2169     2   
  18  31    1937     3   
  19  27    2106     4   
  19  28    2325     5   
  26  32    811      0   
End
