NMec = 98495
T = 38
P = 3
Profits not ignored
Solution time = 3.200e+01
Best Profit = 54284
Terminal Cases = 3609672647
Task date  Profit    P
  0   10    1266     0   
  2   18    3945     1   
  7   19    1332     -1  
  9   36    5003     2   
  11  35    3347     -1  
  12  20    943      -1  
  14  35    2557     -1  
  15  40    4170     0   
  17  29    1827     -1  
  18  105   10699    -1  
  23  35    2105     1   
  28  41    1757     -1  
  32  40    1488     -1  
  34  46    1321     -1  
  34  122   9741     -1  
  40  47    2030     1   
  42  49    1315     -1  
  47  74    5281     0   
  49  55    1331     1   
  49  69    5687     2   
  55  68    2759     -1  
  56  61    863      -1  
  60  71    2952     1   
  61  80    1778     -1  
  65  79    1012     -1  
  70  93    6003     2   
  71  91    2165     -1  
  75  91    3588     0   
  80  95    3806     1   
  82  87    723      -1  
  89  98    568      -1  
  95  109   1505     0   
  99  116   1430     -1  
  100 106   1452     1   
  102 103   197      -1  
  103 112   2867     2   
  104 110   805      -1  
  108 124   1293     1   
End
