NMec = 98495
T = 20
P = 4
Profits not ignored
Solution time = 1.979e-03
Best Profit = 30431
Terminal Cases = 193752
Task date  Profit    P
  0   49    5996     0   
  1   15    1206     -1  
  1   29    3453     -1  
  3   10    888      -1  
  3   20    3319     1   
  5   15    2208     -1  
  5   21    2671     2   
  5   24    4562     3   
  7   18    1418     -1  
  14  34    3273     -1  
  16  27    1653     -1  
  20  36    2029     -1  
  22  34    2029     1   
  23  30    1838     2   
  26  36    833      -1  
  27  49    6019     3   
  31  37    1064     -1  
  33  48    1624     -1  
  36  45    1774     1   
  36  48    2223     2   
End
