NMec = 98495
T = 23
P = 8
Profits not ignored
Solution time = 3.080e-02
Best Profit = 31752
Terminal Cases = 3288922
Task date  Profit    P
  0   17    1305     -1  
  0   19    2823     0   
  1   11    1011     1   
  1   22    2453     -1  
  1   26    2162     -1  
  2   24    4160     2   
  3   17    4316     3   
  4   11    677      4   
  5   22    1878     -1  
  6   16    2723     5   
  6   27    4301     6   
  8   28    3447     7   
  9   27    1136     -1  
  11  24    2383     -1  
  12  14    455      -1  
  12  19    2005     -1  
  12  26    2609     1   
  13  22    2414     -1  
  13  23    2867     4   
  15  22    1759     -1  
  17  26    2083     5   
  19  24    450      3   
  25  28    285      0   
End
