NMec = 98495
T = 20
P = 5
Profits not ignored
Solution time = 2.288e-03
Best Profit = 23323
Terminal Cases = 173200
Task date  Profit    P
  0   17    2963     0   
  1   2     138      1   
  1   9     1484     2   
  3   12    1331     1   
  4   36    3782     3   
  8   30    2065     -1  
  8   34    4573     4   
  12  30    2406     -1  
  12  35    1996     -1  
  15  23    1273     1   
  15  28    1473     -1  
  16  26    1325     -1  
  18  26    1728     0   
  18  31    2467     -1  
  20  39    2998     2   
  22  25    638      -1  
  23  32    1840     -1  
  23  32    2023     -1  
  25  39    2306     1   
  30  39    747      0   
End
