NMec = 98495
T = 25
P = 4
Profits not ignored
Solution time = 3.049e-02
Best Profit = 33668
Terminal Cases = 2483554
Task date  Profit    P
  0   12    1799     -1  
  1   4     826      0   
  1   9     1972     1   
  3   17    3602     2   
  3   18    2109     3   
  4   44    2850     -1  
  5   19    2221     0   
  10  14    877      -1  
  11  44    7295     1   
  15  34    2318     -1  
  20  46    2933     0   
  23  49    2937     -1  
  24  35    1268     -1  
  25  44    2439     -1  
  28  48    3970     -1  
  29  38    2160     2   
  31  36    1090     -1  
  33  55    4229     3   
  34  43    756      -1  
  37  51    1587     -1  
  37  59    1682     -1  
  40  61    1943     -1  
  42  54    2976     2   
  45  56    1923     1   
  47  61    1422     0   
End
