NMec = 98495
T = 27
P = 1
Profits not ignored
Solution time = 4.136e-03
Best Profit = 35325
Terminal Cases = 447720
Task date  Profit    P
  7   21    2831     0   
  17  28    2317     -1  
  40  51    1748     0   
  64  88    4535     -1  
  73  89    1535     -1  
  77  98    3676     -1  
  77  215   22624    0   
  85  95    1016     -1  
  86  102   2516     -1  
  102 116   2965     -1  
  116 132   2259     -1  
  119 127   1824     -1  
  127 134   979      -1  
  127 140   1203     -1  
  131 145   3372     -1  
  136 145   2216     -1  
  149 157   732      -1  
  150 175   2439     -1  
  186 189   497      -1  
  195 200   1384     -1  
  206 214   1939     -1  
  216 229   950      -1  
  219 235   3722     0   
  221 228   1272     -1  
  233 240   1037     -1  
  242 248   1198     0   
  253 269   3202     0   
End
