NMec = 98491
T = 16
P = 7
Profits not ignored
Solution time = 1.110e-03
Best Profit = 28772
Terminal Cases = 58895
Task date  Profit    P
  0   14    2259     0   
  2   6     1115     1   
  3   7     611      2   
  4   10    496      3   
  4   13    1177     4   
  4   20    2378     5   
  5   14    1186     6   
  5   28    2945     -1  
  6   20    4184     -1  
  7   14    1703     1   
  7   18    1962     -1  
  9   29    4814     2   
  12  27    4030     3   
  15  22    1477     0   
  17  23    1021     1   
  17  29    2760     4   
End
