NMec = 98491
T = 29
P = 4
Profits not ignored
Solution time = 4.944e-01
Best Profit = 45381
Terminal Cases = 57201866
Task date  Profit    P
  3   13    2308     0   
  4   24    2254     1   
  5   13    1524     2   
  7   14    1003     3   
  8   57    10961    -1  
  9   42    2087     -1  
  11  33    1797     -1  
  12  18    920      -1  
  14  38    4234     0   
  20  22    292      2   
  22  29    784      3   
  22  43    5279     -1  
  23  35    1745     2   
  24  41    3952     -1  
  25  49    3586     1   
  33  61    4763     3   
  34  40    1213     -1  
  38  48    2771     2   
  40  55    1180     0   
  45  62    5165     -1  
  46  52    1411     -1  
  46  56    1834     -1  
  52  71    1646     1   
  53  67    2787     2   
  55  69    1707     -1  
  57  68    960      0   
  57  70    1245     -1  
  62  72    2900     3   
  65  67    486      -1  
End
