NMec = 98491
T = 32
P = 6
Profits not ignored
Solution time = 6.636e+00
Best Profit = 46202
Terminal Cases = 535069532
Task date  Profit    P
  0   22    5091     0   
  1   14    1280     1   
  1   20    2572     2   
  2   23    4498     3   
  3   21    3104     4   
  5   24    1917     5   
  6   10    1024     -1  
  6   12    762      -1  
  6   28    4862     -1  
  7   19    1642     -1  
  7   49    5898     -1  
  7   52    6850     -1  
  9   28    2705     -1  
  11  19    940      -1  
  15  27    2737     1   
  15  29    1947     -1  
  15  38    3086     -1  
  18  31    2426     -1  
  23  26    245      0   
  23  39    1936     2   
  23  43    2671     4   
  24  35    1068     3   
  24  50    3648     -1  
  25  45    3202     5   
  26  48    4212     -1  
  29  40    1533     0   
  35  42    1543     1   
  40  45    466      2   
  42  49    1669     0   
  44  48    881      1   
  47  51    1084     2   
  47  52    889      3   
End
