NMec = 98491
T = 15
P = 5
Profits not ignored
Solution time = 1.796e-04
Best Profit = 16994
Terminal Cases = 8386
Task date  Profit    P
  1   20    2332     0   
  1   25    3500     1   
  2   20    2985     2   
  2   25    3225     3   
  4   13    1176     4   
  5   21    3577     -1  
  7   21    2268     -1  
  7   26    1969     -1  
  8   29    2610     -1  
  10  16    1948     -1  
  12  24    2848     -1  
  14  27    1182     4   
  17  25    1759     -1  
  17  28    1111     -1  
  20  27    810      -1  
End
