NMec = 98491
T = 14
P = 2
Profits not ignored
Solution time = 2.073e-05
Best Profit = 14524
Terminal Cases = 1162
Task date  Profit    P
  4   54    3505     -1  
  6   16    1891     -1  
  10  20    2984     -1  
  12  24    1395     -1  
  12  25    3581     -1  
  12  37    4023     -1  
  13  40    2604     -1  
  14  46    3610     -1  
  20  35    2473     -1  
  35  50    1413     -1  
  38  45    1326     -1  
  58  69    1857     -1  
  61  68    1983     -1  
  64  67    570      -1  
End
