NMec = 98491
T = 32
P = 5
Profits not ignored
Solution time = 2.555e+00
Best Profit = 36550
Terminal Cases = 327005520
Task date  Profit    P
  0   50    4751     -1  
  1   11    1089     -1  
  3   11    731      -1  
  4   18    1714     -1  
  5   13    1107     -1  
  7   30    2186     -1  
  9   22    1324     -1  
  9   31    1843     -1  
  13  25    2585     -1  
  17  23    914      -1  
  20  38    2220     -1  
  21  35    2126     -1  
  22  33    1421     -1  
  22  39    3370     -1  
  23  28    722      -1  
  23  39    1739     -1  
  24  37    3200     -1  
  28  42    1608     -1  
  28  50    3520     -1  
  31  42    1624     -1  
  33  47    1152     -1  
  34  48    1493     -1  
  35  41    1770     -1  
  35  42    1149     -1  
  36  45    2292     -1  
  36  51    1387     -1  
  37  45    2010     -1  
  45  56    2017     -1  
  45  58    2093     -1  
  47  57    3131     -1  
  51  58    802      -1  
  55  63    1108     -1  
End
