NMec = 98491
T = 25
P = 3
Profits not ignored
Solution time = 1.550e-02
Best Profit = 37764
Terminal Cases = 1465399
Task date  Profit    P
  1   16    2429     -1  
  4   23    2066     -1  
  6   14    1454     -1  
  7   11    1129     -1  
  8   23    1323     -1  
  11  37    2762     -1  
  16  27    1807     -1  
  18  32    2350     -1  
  19  39    4962     -1  
  19  45    4815     -1  
  23  35    1745     -1  
  23  38    1940     -1  
  25  32    591      -1  
  31  48    4119     -1  
  32  53    5762     -1  
  35  50    1818     -1  
  36  79    5110     -1  
  43  76    8457     -1  
  51  62    1603     -1  
  59  67    1066     -1  
  65  79    1477     -1  
  66  82    1768     -1  
  67  76    933      -1  
  69  79    2237     -1  
  71  81    1802     -1  
End
