NMec = 98491
T = 16
P = 6
Profits not ignored
Solution time = 5.254e-04
Best Profit = 19885
Terminal Cases = 42536
Task date  Profit    P
  3   19    1363     -1  
  3   29    4617     -1  
  4   13    1020     -1  
  4   23    2204     -1  
  5   13    866      -1  
  5   20    1880     -1  
  6   14    1587     -1  
  6   17    830      -1  
  8   10    214      -1  
  8   27    2580     -1  
  9   18    1520     -1  
  14  23    1846     -1  
  14  26    1266     -1  
  16  29    1269     -1  
  19  28    2344     -1  
  22  29    1222     -1  
End
