NMec = 98491
T = 33
P = 3
Profits not ignored
Solution time = 8.503e-01
Best Profit = 45720
Terminal Cases = 70449428
Task date  Profit    P
  2   65    3601     -1  
  3   23    2848     -1  
  9   106   19989    -1  
  11  27    2171     -1  
  12  17    1262     -1  
  12  24    1668     -1  
  12  31    4409     -1  
  13  21    1344     -1  
  17  29    1319     -1  
  21  23    435      -1  
  23  27    684      -1  
  24  35    1996     -1  
  24  37    968      -1  
  27  41    1779     -1  
  28  35    1541     -1  
  29  50    2056     -1  
  29  54    6123     -1  
  30  37    885      -1  
  33  49    1484     -1  
  44  61    2773     -1  
  45  68    2495     -1  
  48  62    1689     -1  
  49  87    6876     -1  
  53  66    1462     -1  
  59  67    1335     -1  
  61  74    2011     -1  
  64  71    1283     -1  
  72  86    1979     -1  
  73  82    2417     -1  
  73  85    1125     -1  
  76  86    1639     -1  
  83  90    780      -1  
  93  100   943      -1  
End
