NMec = 98491
T = 37
P = 5
Profits not ignored
Solution time = 1.208e+02
Best Profit = 47944
Terminal Cases = 9521046676
Task date  Profit    P
  1   13    1998     0   
  2   6     902      1   
  2   70    14117    2   
  6   47    5266     3   
  12  23    1687     1   
  12  26    995      4   
  13  24    1456     -1  
  14  26    1636     0   
  16  26    1111     -1  
  18  19    131      -1  
  18  26    940      -1  
  18  27    1072     -1  
  19  40    4696     -1  
  20  28    1585     -1  
  20  29    2488     -1  
  20  41    4113     -1  
  23  34    1236     -1  
  27  39    1426     0   
  28  43    2142     1   
  37  47    2424     4   
  38  49    1084     -1  
  40  54    1128     0   
  41  48    1018     -1  
  42  55    1314     -1  
  43  52    1997     -1  
  44  56    1275     1   
  45  72    2214     -1  
  46  62    2679     -1  
  46  68    3180     -1  
  50  58    1567     3   
  52  60    895      4   
  55  68    1060     0   
  56  73    1550     -1  
  58  68    1573     1   
  59  62    473      3   
  61  72    806      4   
  65  72    1090     3   
End
