NMec = 98491
T = 20
P = 3
Profits not ignored
Solution time = 1.581e-03
Best Profit = 27494
Terminal Cases = 71184
Task date  Profit    P
  2   24    5099     0   
  4   12    870      1   
  5   15    1917     2   
  6   33    2395     -1  
  8   17    1749     -1  
  9   48    6009     -1  
  10  23    1395     -1  
  13  23    1600     1   
  18  42    2783     2   
  20  26    872      -1  
  24  33    2035     1   
  37  61    4321     0   
  40  56    2663     1   
  41  61    2284     -1  
  42  49    852      -1  
  44  60    3573     2   
  45  59    2611     -1  
  45  64    1952     -1  
  46  56    2977     -1  
  49  64    3792     -1  
End
