NMec = 98491
T = 14
P = 1
Profits not ignored
Solution time = 5.775e-06
Best Profit = 18781
Terminal Cases = 191
Task date  Profit    P
  0   5     1070     -1  
  1   84    16597    -1  
  8   23    2307     -1  
  17  44    3911     -1  
  18  23    856      -1  
  21  34    1251     -1  
  41  136   8581     -1  
  57  71    1161     -1  
  58  69    1739     -1  
  63  76    1031     -1  
  68  78    732      -1  
  68  85    1616     -1  
  123 131   2184     -1  
  127 133   405      -1  
End
