NMec = 98491
T = 42
P = 1
Profits not ignored
Solution time = 1.740e+00
Best Profit = 91876
Terminal Cases = 119161201
Task date  Profit    P
  1   24    3521     -1  
  4   25    2429     -1  
  5   19    1161     -1  
  5   23    2302     -1  
  8   416   91876    -1  
  13  32    3409     -1  
  26  297   72242    -1  
  35  42    916      -1  
  41  58    2455     -1  
  51  57    818      -1  
  60  77    2039     -1  
  90  97    569      -1  
  95  112   2527     -1  
  97  108   1719     -1  
  111 122   1492     -1  
  112 150   4254     -1  
  115 128   3194     -1  
  119 133   2860     -1  
  124 140   2637     -1  
  172 177   466      -1  
  172 179   827      -1  
  178 199   2117     -1  
  191 280   17328    -1  
  203 220   1463     -1  
  210 231   4059     -1  
  213 220   488      -1  
  220 241   2295     -1  
  228 253   3685     -1  
  251 260   2047     -1  
  263 288   3521     -1  
  277 282   1187     -1  
  284 293   874      -1  
  307 322   2658     -1  
  315 336   4687     -1  
  343 350   1666     -1  
  354 364   1710     -1  
  366 373   743      -1  
  375 402   3505     -1  
  383 398   1440     -1  
  395 397   323      -1  
  396 400   568      -1  
  406 419   2453     -1  
End
