NMec = 98491
T = 23
P = 7
Profits not ignored
Solution time = 3.498e-02
Best Profit = 28561
Terminal Cases = 3073213
Task date  Profit    P
  1   21    2115     -1  
  1   25    2879     -1  
  2   23    2056     -1  
  3   12    1096     -1  
  4   11    547      -1  
  4   13    1648     -1  
  4   22    3994     -1  
  5   13    1340     -1  
  5   19    1171     -1  
  6   15    560      -1  
  8   24    4306     -1  
  8   29    5272     -1  
  9   12    755      -1  
  9   27    3287     -1  
  13  30    1999     -1  
  14  30    3426     -1  
  15  21    1615     -1  
  18  28    1269     -1  
  18  29    1674     -1  
  19  29    1474     -1  
  20  28    821      -1  
  20  29    1293     -1  
  25  28    519      -1  
End
