NMec = 98491
T = 35
P = 7
Profits not ignored
Solution time = 5.405e+01
Best Profit = 47142
Terminal Cases = -377867490
Task date  Profit    P
  0   13    1207     -1  
  0   49    3969     -1  
  2   7     675      -1  
  2   33    7408     -1  
  3   18    3995     -1  
  3   19    2111     -1  
  4   9     777      -1  
  8   21    2552     -1  
  9   30    3039     -1  
  10  22    2004     -1  
  10  24    1358     -1  
  11  25    1997     -1  
  11  30    1238     -1  
  12  46    5850     -1  
  14  43    2827     -1  
  16  21    1608     -1  
  16  29    1392     -1  
  16  34    1919     -1  
  17  31    2626     -1  
  17  37    3401     -1  
  18  22    1112     -1  
  23  30    805      -1  
  23  37    2692     -1  
  23  44    1481     -1  
  24  46    3852     -1  
  26  42    2684     -1  
  30  36    1865     -1  
  30  39    1460     -1  
  30  40    1801     -1  
  31  41    1898     -1  
  34  38    1231     -1  
  37  49    1722     -1  
  38  40    415      -1  
  38  42    598      -1  
  40  49    1378     -1  
End
