NMec = 98491
T = 14
P = 7
Profits not ignored
Solution time = 3.042e-04
Best Profit = 28204
Terminal Cases = 15778
Task date  Profit    P
  0   6     1314     0   
  0   25    4605     1   
  1   24    2216     2   
  1   26    6049     3   
  2   8     892      4   
  5   7     539      5   
  5   15    1038     6   
  5   25    5710     -1  
  10  18    1898     0   
  11  14    849      4   
  12  27    1445     5   
  13  25    1459     -1  
  15  20    546      4   
  17  28    2673     6   
End
