NMec = 98491
T = 31
P = 5
Profits not ignored
Solution time = 2.129e+00
Best Profit = 38378
Terminal Cases = 222278716
Task date  Profit    P
  1   60    6130     -1  
  3   21    2374     -1  
  3   24    2191     -1  
  5   22    2584     -1  
  6   16    928      -1  
  9   60    4576     -1  
  10  21    3113     -1  
  11  19    1537     -1  
  13  22    1164     -1  
  13  23    3203     -1  
  16  43    4370     -1  
  22  44    3133     -1  
  24  36    1821     -1  
  26  41    3410     -1  
  26  45    2454     -1  
  29  35    957      -1  
  31  52    4182     -1  
  34  39    750      -1  
  34  45    1966     -1  
  36  53    1503     -1  
  40  51    2964     -1  
  41  47    1015     -1  
  41  54    1385     -1  
  43  48    837      -1  
  44  47    1022     -1  
  46  54    1705     -1  
  48  55    1614     -1  
  48  61    1243     -1  
  50  57    1410     -1  
  50  60    722      -1  
  52  54    636      -1  
End
