NMec = 98491
T = 27
P = 2
Profits not ignored
Solution time = 1.243e-02
Best Profit = 32288
Terminal Cases = 1779688
Task date  Profit    P
  8   25    1523     0   
  12  51    7903     1   
  14  39    6082     -1  
  16  25    1379     -1  
  17  134   16073    -1  
  21  30    1273     -1  
  22  29    1062     -1  
  28  29    372      0   
  30  48    1503     0   
  31  43    1127     -1  
  35  53    4219     -1  
  37  56    3306     -1  
  45  60    3507     -1  
  46  53    2071     -1  
  48  57    972      -1  
  51  123   9143     0   
  52  59    1310     1   
  55  64    2020     -1  
  63  71    1012     1   
  77  79    341      1   
  78  91    2277     -1  
  103 105   435      1   
  105 118   2008     -1  
  111 115   345      1   
  116 126   1482     1   
  121 131   1329     -1  
  130 133   438      0   
End
