NMec = 98491
T = 38
P = 6
Profits not ignored
Solution time = 1.036e+02
Best Profit = 49031
Terminal Cases = -849665756
Task date  Profit    P
  0   62    11273    -1  
  2   10    2185     -1  
  3   26    3228     -1  
  5   9     395      -1  
  11  20    2677     -1  
  11  29    4008     -1  
  12  36    2610     -1  
  13  63    5428     -1  
  15  23    2242     -1  
  15  29    3166     -1  
  15  29    1180     -1  
  17  29    1325     -1  
  18  30    2935     -1  
  18  35    2693     -1  
  18  41    2906     -1  
  20  25    853      -1  
  21  33    1051     -1  
  22  33    1181     -1  
  22  36    1552     -1  
  23  24    423      -1  
  23  39    2101     -1  
  23  46    3608     -1  
  26  42    1902     -1  
  27  35    1466     -1  
  28  43    1936     -1  
  30  39    1691     -1  
  32  38    1608     -1  
  32  48    2607     -1  
  36  47    2178     -1  
  37  50    1352     -1  
  38  43    1163     -1  
  40  48    775      -1  
  42  56    2289     -1  
  43  48    1028     -1  
  43  52    1309     -1  
  45  60    1361     -1  
  46  54    1557     -1  
  47  56    1814     -1  
End
