NMec = 98491
T = 31
P = 2
Profits not ignored
Solution time = 1.738e-02
Best Profit = 41733
Terminal Cases = 1980840
Task date  Profit    P
  7   96    11763    0   
  8   104   12411    1   
  10  37    7347     -1  
  13  129   20217    -1  
  14  122   10891    -1  
  17  109   14310    -1  
  21  127   16100    -1  
  22  30    2282     -1  
  26  48    2004     -1  
  27  35    1134     -1  
  30  53    4858     -1  
  32  61    4013     -1  
  52  60    906      -1  
  52  64    1384     -1  
  53  59    1145     -1  
  58  69    1224     -1  
  62  135   11692    -1  
  72  85    2575     -1  
  79  81    500      -1  
  84  92    1277     -1  
  89  102   3842     -1  
  92  99    1160     -1  
  93  109   3124     -1  
  102 106   427      0   
  104 109   994      -1  
  121 134   4138     0   
  122 132   2185     1   
  126 135   1852     -1  
  129 147   2039     -1  
  150 153   675      0   
  150 154   561      1   
End
