NMec = 98491
T = 33
P = 8
Profits not ignored
Solution time = 2.028e+01
Best Profit = 54357
Terminal Cases = 1530259440
Task date  Profit    P
  0   19    2691     -1  
  1   4     611      -1  
  1   38    3878     -1  
  1   41    8470     -1  
  2   11    2117     -1  
  2   39    4522     -1  
  4   19    1753     -1  
  5   20    1662     -1  
  5   41    7570     -1  
  6   21    1512     -1  
  7   14    1697     -1  
  7   31    5730     -1  
  9   28    4137     -1  
  10  12    322      -1  
  12  17    1348     -1  
  12  38    4935     -1  
  13  21    1844     -1  
  13  26    928      -1  
  14  35    5799     -1  
  15  27    2140     -1  
  16  27    1526     -1  
  17  18    199      -1  
  17  23    1860     -1  
  19  35    2940     -1  
  20  36    3550     -1  
  21  27    1208     -1  
  21  32    1311     -1  
  23  37    2715     -1  
  25  41    3363     -1  
  26  32    1323     -1  
  27  30    788      -1  
  31  35    904      -1  
  31  40    1505     -1  
End
