NMec = 98491
T = 28
P = 2
Profits not ignored
Solution time = 2.368e-02
Best Profit = 28873
Terminal Cases = 2677450
Task date  Profit    P
  0   9     1182     -1  
  1   17    2089     -1  
  7   24    4369     -1  
  12  35    3333     -1  
  14  26    1932     -1  
  18  34    3274     -1  
  21  40    1724     -1  
  29  48    1310     -1  
  30  38    1372     -1  
  32  48    1933     -1  
  34  54    3717     -1  
  38  53    2156     -1  
  42  50    1562     -1  
  45  55    1427     -1  
  46  57    2733     -1  
  49  56    850      -1  
  49  58    929      -1  
  50  71    5376     -1  
  53  59    1330     -1  
  60  74    1664     -1  
  61  75    1481     -1  
  62  69    849      -1  
  87  89    461      -1  
  88  98    2091     -1  
  93  119   2769     -1  
  95  100   695      -1  
  109 115   808      -1  
  109 118   1955     -1  
End
