NMec = 98491
T = 18
P = 6
Profits not ignored
Solution time = 7.234e-04
Best Profit = 23345
Terminal Cases = 54376
Task date  Profit    P
  0   11    1997     -1  
  0   14    1499     -1  
  2   16    1335     -1  
  3   15    2431     -1  
  4   22    2230     -1  
  4   22    1330     -1  
  5   25    5311     -1  
  6   29    3184     -1  
  7   23    1452     -1  
  8   26    1824     -1  
  9   18    1263     -1  
  10  25    3110     -1  
  11  23    2125     -1  
  12  20    1701     -1  
  12  22    1450     -1  
  14  27    2398     -1  
  14  27    3142     -1  
  18  25    1772     -1  
End
