NMec = 98491
T = 22
P = 6
Profits not ignored
Solution time = 1.139e-02
Best Profit = 23977
Terminal Cases = 880148
Task date  Profit    P
  1   13    1481     0   
  2   12    989      1   
  2   13    1050     2   
  3   10    861      3   
  4   16    1324     4   
  5   27    3552     5   
  5   27    2038     -1  
  7   23    1171     -1  
  8   27    3584     -1  
  8   28    3820     -1  
  8   31    3753     -1  
  10  25    2560     -1  
  10  32    1398     -1  
  12  21    2045     3   
  14  20    496      0   
  14  25    812      1   
  16  24    1002     2   
  17  27    2892     4   
  18  27    2078     -1  
  19  35    1140     -1  
  22  27    1492     0   
  29  31    497      0   
End
