NMec = 98491
T = 37
P = 8
Profits not ignored
Solution time = 1.530e+02
Best Profit = 56682
Terminal Cases = -323291721
Task date  Profit    P
  0   12    2607     -1  
  0   36    4371     -1  
  0   46    9666     -1  
  1   9     818      -1  
  1   14    2411     -1  
  1   16    2382     -1  
  2   28    3700     -1  
  3   23    2447     -1  
  4   20    4291     -1  
  4   24    2279     -1  
  4   25    5239     -1  
  5   36    2649     -1  
  9   20    2091     -1  
  11  29    1356     -1  
  12  22    830      -1  
  12  37    4589     -1  
  15  24    935      -1  
  15  30    2164     -1  
  15  34    1347     -1  
  16  20    484      -1  
  16  34    2076     -1  
  16  37    3417     -1  
  19  38    1923     -1  
  19  42    2580     -1  
  20  37    1446     -1  
  23  43    4451     -1  
  26  37    2543     -1  
  26  40    2499     -1  
  27  36    1444     -1  
  28  40    1791     -1  
  28  45    2124     -1  
  29  33    1127     -1  
  29  34    583      -1  
  32  41    1086     -1  
  40  44    744      -1  
  40  45    1452     -1  
  40  46    1231     -1  
End
