NMec = 98491
T = 29
P = 1
Profits not ignored
Solution time = 2.802e-03
Best Profit = 55724
Terminal Cases = 322595
Task date  Profit    P
  1   287   48624    0   
  13  28    1082     -1  
  16  18    269      -1  
  23  27    568      -1  
  25  253   54771    -1  
  35  55    2975     -1  
  39  52    1778     -1  
  71  87    2076     -1  
  81  253   17609    -1  
  82  96    2516     -1  
  104 105   503      -1  
  105 108   685      -1  
  108 119   2820     -1  
  108 122   1205     -1  
  112 131   5046     -1  
  114 133   4461     -1  
  115 117   523      -1  
  138 160   3292     -1  
  139 163   2805     -1  
  148 164   1354     -1  
  172 178   1914     -1  
  176 183   857      -1  
  183 189   1340     -1  
  184 195   1814     -1  
  215 225   1991     -1  
  216 227   1150     -1  
  224 237   1979     -1  
  236 243   1528     -1  
  265 273   684      -1  
End
