NMec = 98491
T = 35
P = 2
Profits not ignored
Solution time = 9.462e-01
Best Profit = 50306
Terminal Cases = 69121472
Task date  Profit    P
  5   27    2312     -1  
  6   22    1422     -1  
  13  23    2609     -1  
  16  23    1395     -1  
  17  24    1019     -1  
  26  35    1692     -1  
  42  166   19813    -1  
  45  54    1279     -1  
  45  65    3337     -1  
  63  77    1652     -1  
  65  79    1872     -1  
  68  90    4991     -1  
  77  87    2120     -1  
  79  95    1396     -1  
  82  96    3787     -1  
  87  96    1130     -1  
  87  102   2358     -1  
  89  155   13966    -1  
  92  105   2273     -1  
  92  115   6872     -1  
  95  116   5696     -1  
  100 102   355      -1  
  100 106   1882     -1  
  109 115   939      -1  
  110 122   1239     -1  
  118 131   1027     -1  
  119 127   622      -1  
  119 132   2478     -1  
  126 142   3160     -1  
  135 150   4309     -1  
  136 158   2223     -1  
  142 167   5828     -1  
  145 156   1002     -1  
  147 158   2682     -1  
  153 164   1893     -1  
End
