NMec = 98491
T = 21
P = 6
Profits not ignored
Solution time = 6.351e-03
Best Profit = 29876
Terminal Cases = 502384
Task date  Profit    P
  0   6     829      0   
  1   12    2990     1   
  2   27    5160     2   
  5   18    2473     3   
  5   22    2723     4   
  6   13    898      5   
  7   20    3033     0   
  8   21    1738     -1  
  8   25    4194     -1  
  10  16    1450     -1  
  10  22    2572     -1  
  11  16    944      -1  
  12  16    610      -1  
  12  27    983      -1  
  12  27    3478     -1  
  14  32    4068     1   
  15  17    291      5   
  15  27    1293     -1  
  17  27    615      -1  
  20  33    3178     3   
  29  31    473      0   
End
