NMec = 98491
T = 16
P = 2
Profits not ignored
Solution time = 7.262e-05
Best Profit = 14142
Terminal Cases = 6666
Task date  Profit    P
  5   17    1731     -1  
  6   22    3231     -1  
  6   48    4680     -1  
  7   11    462      -1  
  17  39    4378     -1  
  20  38    3145     -1  
  21  26    447      -1  
  31  45    1416     -1  
  34  40    817      -1  
  34  52    3130     -1  
  36  49    1771     -1  
  53  63    1254     -1  
  64  74    906      -1  
  68  74    644      -1  
  68  77    639      -1  
  74  77    745      -1  
End
