NMec = 98491
T = 24
P = 8
Profits not ignored
Solution time = 8.282e-02
Best Profit = 36890
Terminal Cases = 8120696
Task date  Profit    P
  0   4     608      0   
  0   20    4825     1   
  1   22    3182     2   
  2   8     1489     3   
  2   9     692      4   
  4   16    2739     5   
  4   16    1771     6   
  4   20    4763     7   
  5   13    1930     0   
  6   8     565      -1  
  6   17    2333     -1  
  7   24    2884     -1  
  8   19    1285     -1  
  9   29    5044     3   
  10  17    1317     4   
  10  20    1023     -1  
  11  29    2477     -1  
  13  26    1797     -1  
  14  20    713      0   
  14  23    1814     -1  
  14  29    3441     -1  
  16  24    1551     -1  
  18  27    1785     4   
  22  27    1031     0   
End
