NMec = 98491
T = 23
P = 1
Profits not ignored
Solution time = 2.617e-04
Best Profit = 32162
Terminal Cases = 16857
Task date  Profit    P
  2   9     700      0   
  5   23    2370     -1  
  7   176   29090    -1  
  11  22    3332     0   
  12  27    2311     -1  
  15  20    675      -1  
  15  28    1480     -1  
  16  187   18852    -1  
  24  28    1245     0   
  29  97    6864     0   
  65  77    2168     -1  
  73  78    507      -1  
  77  97    2497     -1  
  81  96    2164     -1  
  86  92    939      -1  
  95  121   6277     -1  
  98  105   1003     0   
  110 127   2414     0   
  122 128   480      -1  
  129 151   1948     0   
  158 176   2691     0   
  190 214   3072     0   
  192 201   2494     -1  
End
