NMec = 98491
T = 38
P = 1
Profits not ignored
Solution time = 3.958e-01
Best Profit = 59222
Terminal Cases = 28388448
Task date  Profit    P
  6   26    1993     0   
  10  28    3212     -1  
  19  21    723      -1  
  23  45    4119     -1  
  38  52    1562     0   
  47  50    706      -1  
  48  61    3149     -1  
  62  78    3815     0   
  63  82    1720     -1  
  78  90    2095     -1  
  79  97    2828     0   
  112 127   2464     0   
  125 127   277      -1  
  127 137   1174     -1  
  139 143   556      0   
  142 165   1689     -1  
  143 159   2295     -1  
  162 175   1454     0   
  163 344   36955    -1  
  165 169   1284     -1  
  169 176   698      -1  
  181 187   1001     0   
  187 208   4201     -1  
  201 213   1102     0   
  207 226   2755     -1  
  221 231   2071     0   
  245 259   2039     0   
  256 273   3886     -1  
  261 266   1341     0   
  293 299   1585     0   
  319 329   1273     0   
  320 330   1449     -1  
  321 331   776      -1  
  330 338   1583     0   
  330 350   1819     -1  
  334 367   3531     -1  
  343 350   1077     0   
  358 375   2874     0   
End
