NMec = 98491
T = 16
P = 4
Profits not ignored
Solution time = 3.390e-04
Best Profit = 21740
Terminal Cases = 16913
Task date  Profit    P
  1   38    6246     0   
  2   13    1904     1   
  5   31    2406     2   
  6   18    2100     3   
  6   31    5442     -1  
  9   11    420      -1  
  9   15    609      -1  
  9   30    2111     -1  
  10  35    2002     -1  
  19  26    1249     1   
  23  31    560      3   
  26  36    2650     -1  
  26  37    2688     -1  
  29  32    517      1   
  30  31    263      -1  
  33  38    710      1   
End
