NMec = 98491
T = 18
P = 1
Profits not ignored
Solution time = 8.100e-05
Best Profit = 14731
Terminal Cases = 4968
Task date  Profit    P
  0   13    1327     -1  
  5   12    615      -1  
  14  22    952      -1  
  29  49    2244     -1  
  41  49    1793     -1  
  57  63    614      -1  
  83  95    1343     -1  
  103 125   1947     -1  
  105 115   1079     -1  
  105 130   3007     -1  
  126 138   2929     -1  
  134 173   3079     -1  
  136 158   3420     -1  
  137 153   2047     -1  
  140 167   3092     -1  
  146 155   1847     -1  
  147 162   2161     -1  
  163 172   1214     -1  
End
