NMec = 98491
T = 42
P = 5
Profits not ignored
Solution time = 1.410e+03
Best Profit = 62009
Terminal Cases = 1755983782
Task date  Profit    P
  2   14    1886     -1  
  2   21    1799     -1  
  4   81    11817    -1  
  7   13    1057     -1  
  8   45    4331     -1  
  10  25    1267     -1  
  13  28    2114     -1  
  14  28    2165     -1  
  14  32    3871     -1  
  15  26    1162     -1  
  15  27    2890     -1  
  17  29    1513     -1  
  21  39    3043     -1  
  23  40    2050     -1  
  26  32    1872     -1  
  27  37    1296     -1  
  27  41    2078     -1  
  28  50    5678     -1  
  28  51    2201     -1  
  34  59    3981     -1  
  37  42    1409     -1  
  37  55    4791     -1  
  38  41    694      -1  
  38  44    742      -1  
  38  54    2378     -1  
  39  60    3117     -1  
  41  45    1329     -1  
  41  56    1259     -1  
  43  67    4948     -1  
  54  62    1320     -1  
  56  70    3676     -1  
  56  81    2870     -1  
  57  73    1755     -1  
  61  69    2386     -1  
  62  71    1052     -1  
  64  79    1268     -1  
  64  81    1048     -1  
  65  67    734      -1  
  65  81    3380     -1  
  67  78    902      -1  
  68  77    2556     -1  
  75  80    527      -1  
End
