NMec = 98491
T = 36
P = 3
Profits not ignored
Solution time = 6.684e+00
Best Profit = 63632
Terminal Cases = 465306022
Task date  Profit    P
  0   10    1711     -1  
  2   117   30013    -1  
  4   28    1807     -1  
  7   14    946      -1  
  13  108   6778     -1  
  17  23    570      -1  
  21  32    2527     -1  
  24  45    2991     -1  
  26  41    2036     -1  
  28  38    1335     -1  
  28  116   9481     -1  
  32  104   5793     -1  
  44  50    1212     -1  
  45  59    1313     -1  
  46  64    1578     -1  
  47  58    3334     -1  
  58  64    1315     -1  
  60  68    2240     -1  
  66  80    1834     -1  
  67  71    1142     -1  
  71  86    2359     -1  
  73  85    3596     -1  
  75  87    1952     -1  
  75  91    2067     -1  
  78  86    1266     -1  
  79  93    1553     -1  
  83  102   3758     -1  
  86  94    2504     -1  
  87  105   3606     -1  
  95  111   1748     -1  
  96  109   1709     -1  
  97  102   417      -1  
  98  118   3566     -1  
  100 113   1941     -1  
  101 104   689      -1  
  103 108   1383     -1  
End
