NMec = 98491
T = 20
P = 6
Profits not ignored
Solution time = 5.669e-03
Best Profit = 30337
Terminal Cases = 485664
Task date  Profit    P
  0   23    3464     0   
  1   3     605      1   
  1   18    4933     2   
  1   24    4701     3   
  2   10    1737     4   
  2   17    1619     5   
  4   21    4783     1   
  5   17    1812     -1  
  5   26    2717     -1  
  6   15    1829     -1  
  8   25    3570     -1  
  11  18    839      4   
  14  32    1268     -1  
  14  32    3901     -1  
  15  28    1227     -1  
  18  24    1434     5   
  19  28    918      2   
  23  27    546      1   
  27  30    624      0   
  29  31    555      1   
End
