NMec = 98491
T = 15
P = 7
Profits not ignored
Solution time = 2.811e-04
Best Profit = 24133
Terminal Cases = 23176
Task date  Profit    P
  1   18    3829     0   
  1   21    2283     1   
  1   24    2556     2   
  2   18    4683     3   
  3   11    1036     4   
  3   14    982      5   
  4   11    1015     6   
  4   16    1860     -1  
  5   25    1753     -1  
  6   27    2602     -1  
  8   20    1790     -1  
  9   29    3100     -1  
  11  19    2295     -1  
  17  29    2346     4   
  24  27    862      0   
End
