NMec = 98491
T = 22
P = 3
Profits not ignored
Solution time = 4.687e-03
Best Profit = 31032
Terminal Cases = 264255
Task date  Profit    P
  1   15    1685     -1  
  1   73    8235     -1  
  2   15    3610     -1  
  3   17    1677     -1  
  3   59    7218     -1  
  14  50    6230     -1  
  17  27    1238     -1  
  19  30    2751     -1  
  24  37    1999     -1  
  25  40    1575     -1  
  28  38    1981     -1  
  30  37    1210     -1  
  30  46    2892     -1  
  31  56    2245     -1  
  35  48    2785     -1  
  45  53    2019     -1  
  47  54    1276     -1  
  49  61    1885     -1  
  52  66    3379     -1  
  53  67    2980     -1  
  57  69    1093     -1  
  65  72    1597     -1  
End
