NMec = 98491
T = 22
P = 8
Profits not ignored
Solution time = 2.816e-02
Best Profit = 30468
Terminal Cases = 1759585
Task date  Profit    P
  0   8     975      0   
  0   9     1936     1   
  0   18    4169     2   
  0   23    3832     3   
  1   9     991      4   
  1   20    4672     5   
  2   26    3077     6   
  4   17    1358     7   
  5   19    1850     -1  
  5   27    2295     -1  
  6   19    3984     -1  
  8   16    1370     -1  
  9   19    1160     0   
  9   21    1822     -1  
  9   26    2087     -1  
  10  29    1998     1   
  13  27    2271     4   
  14  28    980      -1  
  16  25    2444     -1  
  17  21    617      -1  
  17  27    1722     -1  
  18  25    471      7   
End
