NMec = 98491
T = 19
P = 1
Profits not ignored
Solution time = 2.145e-04
Best Profit = 18859
Terminal Cases = 12288
Task date  Profit    P
  10  14    854      -1  
  18  27    1638     -1  
  23  45    4777     -1  
  24  34    1782     -1  
  49  54    1175     -1  
  53  66    1301     -1  
  70  77    811      -1  
  75  89    1930     -1  
  77  85    1935     -1  
  93  104   1806     -1  
  96  123   4592     -1  
  98  103   1393     -1  
  103 119   3842     -1  
  108 114   669      -1  
  133 134   276      -1  
  144 149   1422     -1  
  145 157   1978     -1  
  157 175   3702     -1  
  161 172   1888     -1  
End
