NMec = 98491
T = 18
P = 5
Profits not ignored
Solution time = 1.636e-03
Best Profit = 25743
Terminal Cases = 73906
Task date  Profit    P
  0   4     585      0   
  0   9     972      1   
  1   21    5439     2   
  1   26    5316     3   
  4   16    1006     4   
  6   25    3637     0   
  7   11    667      -1  
  8   34    4572     -1  
  10  23    3016     1   
  14  26    2458     -1  
  14  35    2720     -1  
  15  29    1607     -1  
  17  28    1528     4   
  18  27    1226     -1  
  18  33    3253     -1  
  21  22    433      -1  
  22  24    453      2   
  23  34    1584     -1  
End
