NMec = 98491
T = 40
P = 2
Profits not ignored
Solution time = 7.180e+01
Best Profit = 47793
Terminal Cases = 1553456747
Task date  Profit    P
  3   16    1674     -1  
  7   20    2250     -1  
  9   28    5464     -1  
  16  33    2895     -1  
  17  23    1152     -1  
  23  38    2000     -1  
  39  49    1438     -1  
  43  53    2933     -1  
  45  56    2147     -1  
  45  56    757      -1  
  47  58    3145     -1  
  51  59    1757     -1  
  54  64    1745     -1  
  58  69    2916     -1  
  67  87    2644     -1  
  71  92    2123     -1  
  85  94    1767     -1  
  90  98    786      -1  
  91  102   2097     -1  
  97  108   1945     -1  
  97  111   1491     -1  
  102 116   1252     -1  
  108 118   2858     -1  
  116 128   1164     -1  
  117 134   3034     -1  
  118 133   2404     -1  
  124 129   1411     -1  
  130 141   1532     -1  
  133 149   2452     -1  
  141 146   578      -1  
  146 160   1884     -1  
  146 165   1671     -1  
  150 175   3701     -1  
  151 155   567      -1  
  153 160   933      -1  
  153 174   2356     -1  
  160 175   2024     -1  
  174 192   1962     -1  
  186 199   1397     -1  
  190 196   1507     -1  
End
