NMec = 98491
T = 24
P = 1
Profits not ignored
Solution time = 7.645e-04
Best Profit = 31421
Terminal Cases = 50830
Task date  Profit    P
  2   28    3683     0   
  16  39    5408     -1  
  17  109   16233    -1  
  17  168   15880    -1  
  44  58    3364     0   
  51  57    1088     -1  
  61  70    929      0   
  73  77    414      0   
  82  87    1680     0   
  93  105   1978     0   
  107 126   3566     0   
  120 135   2028     -1  
  125 128   520      -1  
  126 130   866      -1  
  131 148   2120     0   
  134 145   1810     -1  
  160 187   7349     0   
  168 184   3003     -1  
  181 191   2822     -1  
  182 190   1690     -1  
  187 212   3396     -1  
  193 201   1651     0   
  199 209   1621     -1  
  203 215   2962     0   
End
