NMec = 98491
T = 42
P = 7
Profits not ignored
Solution time = 2.694e+03
Best Profit = 65936
Terminal Cases = 734426564
Task date  Profit    P
  0   53    7911     -1  
  1   22    5470     -1  
  2   14    3147     -1  
  3   12    1924     -1  
  3   17    4279     -1  
  3   18    3023     -1  
  4   16    2324     -1  
  5   51    6654     -1  
  7   9     644      -1  
  7   20    1424     -1  
  10  32    2045     -1  
  13  29    2402     -1  
  17  22    685      -1  
  17  28    1824     -1  
  17  34    3562     -1  
  18  53    7155     -1  
  19  23    488      -1  
  19  48    3789     -1  
  20  34    1673     -1  
  21  32    2209     -1  
  23  30    1100     -1  
  24  35    1650     -1  
  24  46    2420     -1  
  27  34    1223     -1  
  28  40    2914     -1  
  28  49    5462     -1  
  29  37    1604     -1  
  30  43    2125     -1  
  31  46    3163     -1  
  31  53    2653     -1  
  31  58    3051     -1  
  34  48    2961     -1  
  34  49    2085     -1  
  34  53    3722     -1  
  35  45    2072     -1  
  36  47    1746     -1  
  38  51    1785     -1  
  38  51    1232     -1  
  39  43    1049     -1  
  39  59    3928     -1  
  42  57    2268     -1  
  49  50    388      -1  
End
